date,isin,nav
2017-01-11,IE0004462408,6.9350
2017-01-12,IE0004462408,6.8460
2017-01-13,IE0004462408,6.8810
2017-01-16,IE0004462408,6.8760
2017-01-17,IE0004462408,6.8200
2017-01-18,IE0004462408,6.8250
2017-01-19,IE0004462408,6.8600
2017-01-20,IE0004462408,6.8360
2017-01-23,IE0004462408,6.7990
2017-01-24,IE0004462408,6.8280
2017-01-25,IE0004462408,6.8900
2017-01-26,IE0004462408,6.9280
2017-01-27,IE0004462408,6.8930
2017-01-30,IE0004462408,6.8750
2017-01-31,IE0004462408,6.7900
2017-02-01,IE0004462408,6.8180
2017-02-02,IE0004462408,6.7840
2017-02-03,IE0004462408,6.8050
2017-02-06,IE0004462408,6.8080
2017-02-07,IE0004462408,6.8330
2017-02-08,IE0004462408,6.8500
2017-02-09,IE0004462408,6.8800
2017-02-10,IE0004462408,6.9470
2017-02-13,IE0004462408,6.9940
2017-02-14,IE0004462408,7.0150
2017-02-15,IE0004462408,7.0380
2017-02-16,IE0004462408,6.9830
2017-02-17,IE0004462408,7.0010
2017-02-20,IE0004462408,7.0080
2017-02-21,IE0004462408,7.0850
2017-02-22,IE0004462408,7.0790
2017-02-23,IE0004462408,7.0360
2017-02-24,IE0004462408,7.0430
2017-02-27,IE0004462408,7.0240
2017-02-28,IE0004462408,7.0020
2017-03-01,IE0004462408,7.1100
2017-03-02,IE0004462408,7.1030
2017-03-03,IE0004462408,7.0680
2017-03-06,IE0004462408,7.0380
2017-03-07,IE0004462408,7.0310
2017-03-08,IE0004462408,7.0400
2017-03-09,IE0004462408,7.0220
2017-03-10,IE0004462408,7.0100
2017-03-13,IE0004462408,7.0210
2017-03-14,IE0004462408,7.0140
2017-03-15,IE0004462408,7.0530
2017-03-16,IE0004462408,7.0230
2017-03-20,IE0004462408,7.0120
2017-03-21,IE0004462408,6.9220
2017-03-22,IE0004462408,6.9090
2017-03-23,IE0004462408,6.9380
2017-03-24,IE0004462408,6.9370
2017-03-27,IE0004462408,6.8790
2017-03-29,IE0004462408,7.0260
2017-03-30,IE0004462408,7.0470
2017-03-31,IE0004462408,7.0580
2017-04-03,IE0004462408,7.0610
2017-04-04,IE0004462408,7.0560
2017-04-05,IE0004462408,7.0350
2017-04-06,IE0004462408,7.0470
2017-04-07,IE0004462408,7.0720
2017-04-10,IE0004462408,7.0970
2017-04-11,IE0004462408,7.0920
2017-04-12,IE0004462408,7.0580
2017-04-13,IE0004462408,7.0140
2017-04-18,IE0004462408,6.9970
2017-04-19,IE0004462408,6.9920
2017-04-20,IE0004462408,7.0210
2017-04-21,IE0004462408,7.0650
2017-04-24,IE0004462408,7.0710
2017-04-26,IE0004462408,7.1370
2017-04-27,IE0004462408,7.1520
2017-04-28,IE0004462408,7.1170
2017-05-02,IE0004462408,7.1400
2017-05-03,IE0004462408,7.1160
2017-05-04,IE0004462408,7.1030
2017-05-05,IE0004462408,7.1220
2017-05-08,IE0004462408,7.1620
2017-05-09,IE0004462408,7.1890
2017-05-10,IE0004462408,7.1880
2017-05-11,IE0004462408,7.1650
2017-05-12,IE0004462408,7.1230
2017-05-15,IE0004462408,7.1020
2017-05-16,IE0004462408,7.0500
2017-05-17,IE0004462408,6.9230
2017-05-18,IE0004462408,6.9330
2017-05-19,IE0004462408,6.9450
2017-05-22,IE0004462408,6.9510
2017-05-23,IE0004462408,6.9540
2017-05-24,IE0004462408,6.9860
2017-05-26,IE0004462408,7.0230
2017-05-29,IE0004462408,7.0260
2017-05-30,IE0004462408,7.0290
2017-05-31,IE0004462408,7.0030
2017-06-01,IE0004462408,7.0680
2017-06-06,IE0004462408,7.0300
2017-06-07,IE0004462408,7.0320
2017-06-08,IE0004462408,7.0340
2017-06-09,IE0004462408,7.0530
2017-06-12,IE0004462408,7.0380
2017-06-13,IE0004462408,7.0790
2017-06-14,IE0004462408,7.0460
2017-06-15,IE0004462408,7.0760
2017-06-16,IE0004462408,7.0750
2017-06-19,IE0004462408,7.1420
2017-06-20,IE0004462408,7.1060
2017-06-21,IE0004462408,7.0870
2017-06-22,IE0004462408,7.0750
2017-06-26,IE0004462408,7.0680
2017-06-27,IE0004462408,6.9730
2017-06-28,IE0004462408,6.9760
2017-06-29,IE0004462408,6.8770
2017-06-30,IE0004462408,6.9000
2017-07-03,IE0004462408,6.9350
2017-07-04,IE0004462408,6.9370
2017-07-05,IE0004462408,6.9620
2017-07-06,IE0004462408,6.8650
2017-07-07,IE0004462408,6.8910
2017-07-10,IE0004462408,6.9120
2017-07-11,IE0004462408,6.8920
2017-07-12,IE0004462408,6.9490
2017-07-13,IE0004462408,6.9600
2017-07-14,IE0004462408,6.9710
2017-07-17,IE0004462408,6.9570
2017-07-18,IE0004462408,6.8920
2017-07-19,IE0004462408,6.9460
2017-07-20,IE0004462408,6.8810
2017-07-21,IE0004462408,6.8420
2017-07-24,IE0004462408,6.8240
2017-07-25,IE0004462408,6.8300
2017-07-26,IE0004462408,6.8560
2017-07-27,IE0004462408,6.8490
2017-07-28,IE0004462408,6.7870
2017-07-31,IE0004462408,6.7610
2017-08-01,IE0004462408,6.7820
2017-08-02,IE0004462408,6.7540
2017-08-03,IE0004462408,6.7510
2017-08-04,IE0004462408,6.8220
2017-08-08,IE0004462408,6.8310
2017-08-09,IE0004462408,6.7950
2017-08-10,IE0004462408,6.7290
2017-08-11,IE0004462408,6.7110
2017-08-14,IE0004462408,6.7480
2017-08-16,IE0004462408,6.7840
2017-08-17,IE0004462408,6.7070
2017-08-18,IE0004462408,6.6690
2017-08-21,IE0004462408,6.6390
2017-08-22,IE0004462408,6.7140
2017-08-23,IE0004462408,6.6590
2017-08-24,IE0004462408,6.6470
2017-08-25,IE0004462408,6.6280
2017-08-28,IE0004462408,6.5880
2017-08-29,IE0004462408,6.5530
2017-08-30,IE0004462408,6.6280
2017-08-31,IE0004462408,6.6760
2017-09-01,IE0004462408,6.7060
2017-09-04,IE0004462408,6.6860
2017-09-05,IE0004462408,6.6580
2017-09-06,IE0004462408,6.6670
2017-09-07,IE0004462408,6.6420
2017-09-08,IE0004462408,6.6370
2017-09-11,IE0004462408,6.7020
2017-09-12,IE0004462408,6.7430
2017-09-13,IE0004462408,6.7700
2017-09-14,IE0004462408,6.7880
2017-09-15,IE0004462408,6.7500
2017-09-18,IE0004462408,6.7630
2017-09-19,IE0004462408,6.7690
2017-09-20,IE0004462408,6.7830
2017-09-21,IE0004462408,6.8140
2017-09-22,IE0004462408,6.8040
2017-09-25,IE0004462408,6.8470
2017-09-26,IE0004462408,6.8850
2017-09-27,IE0004462408,6.9190
2017-09-28,IE0004462408,6.9010
2017-09-29,IE0004462408,6.9040
2017-10-02,IE0004462408,6.9660
2017-10-03,IE0004462408,6.9780
2017-10-04,IE0004462408,6.9880
2017-10-05,IE0004462408,7.0200
2017-10-06,IE0004462408,7.0080
2017-10-09,IE0004462408,6.9910
2017-10-10,IE0004462408,6.9670
2017-10-11,IE0004462408,6.9510
2017-10-12,IE0004462408,6.9500
2017-10-13,IE0004462408,6.9630
2017-10-17,IE0004462408,7.0050
2017-10-18,IE0004462408,7.0000
2017-10-19,IE0004462408,6.9630
2017-10-20,IE0004462408,7.0090
2017-10-23,IE0004462408,7.0080
2017-10-24,IE0004462408,7.0150
2017-10-25,IE0004462408,6.9640
2017-10-26,IE0004462408,7.0430
2017-10-27,IE0004462408,7.1440
2017-10-31,IE0004462408,7.0970
2017-11-02,IE0004462408,7.0980
2017-11-03,IE0004462408,7.1310
2017-11-06,IE0004462408,7.1600
2017-11-07,IE0004462408,7.1620
2017-11-08,IE0004462408,7.1580
2017-11-09,IE0004462408,7.0860
2017-11-10,IE0004462408,7.0570
2017-11-13,IE0004462408,7.0270
2017-11-14,IE0004462408,6.9640
2017-11-15,IE0004462408,6.9000
2017-11-16,IE0004462408,6.9660
2017-11-17,IE0004462408,6.9640
2017-11-20,IE0004462408,6.9990
2017-11-21,IE0004462408,7.0440
2017-11-22,IE0004462408,7.0210
2017-11-23,IE0004462408,7.0000
2017-11-24,IE0004462408,6.9550
2017-11-27,IE0004462408,6.9610
2017-11-28,IE0004462408,7.0270
2017-11-29,IE0004462408,7.0730
2017-11-30,IE0004462408,7.0710
2017-12-01,IE0004462408,7.0580
2017-12-04,IE0004462408,7.1160
2017-12-05,IE0004462408,7.0990
2017-12-06,IE0004462408,7.0860
2017-12-07,IE0004462408,7.1120
2017-12-11,IE0004462408,7.1420
2017-12-12,IE0004462408,7.1770
2017-12-13,IE0004462408,7.1790
2017-12-14,IE0004462408,7.1680
2017-12-15,IE0004462408,7.1780
2017-12-18,IE0004462408,7.2310
2017-12-19,IE0004462408,7.2180
2017-12-20,IE0004462408,7.1830
2017-12-21,IE0004462408,7.2150
2017-12-22,IE0004462408,7.2300
2017-12-28,IE0004462408,7.2050
2017-12-29,IE0004462408,7.1550
2018-01-02,IE0004462408,7.1850
2018-01-03,IE0004462408,7.2220
2018-01-04,IE0004462408,7.2660
2018-01-05,IE0004462408,7.3390
2018-01-08,IE0004462408,7.3840
2018-01-09,IE0004462408,7.4360
2018-01-10,IE0004462408,7.4150
2018-01-11,IE0004462408,7.4320
2018-01-12,IE0004462408,7.4410
2018-01-15,IE0004462408,7.4050
2018-01-16,IE0004462408,7.4050
2018-01-17,IE0004462408,7.4190
2018-01-18,IE0004462408,7.4050
2018-01-19,IE0004462408,7.4620
2018-01-22,IE0004462408,7.4800
2018-01-23,IE0004462408,7.4990
2018-01-24,IE0004462408,7.4720
2018-01-25,IE0004462408,7.4030
2018-01-26,IE0004462408,7.4800
2018-01-29,IE0004462408,7.4840
2018-01-30,IE0004462408,7.4120
2018-01-31,IE0004462408,7.3820
2018-02-01,IE0004462408,7.3520
2018-02-02,IE0004462408,7.2560
2018-02-05,IE0004462408,7.0610
2018-02-06,IE0004462408,7.0900
2018-02-07,IE0004462408,7.1440
2018-02-08,IE0004462408,6.9850
2018-02-09,IE0004462408,6.9720
2018-02-12,IE0004462408,7.0340
2018-02-13,IE0004462408,7.0070
2018-02-14,IE0004462408,7.0610
2018-02-15,IE0004462408,7.1140
2018-02-16,IE0004462408,7.1470
2018-02-19,IE0004462408,7.1740
2018-02-20,IE0004462408,7.1710
2018-02-21,IE0004462408,7.1700
2018-02-22,IE0004462408,7.1660
2018-02-23,IE0004462408,7.2270
2018-02-26,IE0004462408,7.2840
2018-02-27,IE0004462408,7.2360
2018-02-28,IE0004462408,7.1910
2018-03-01,IE0004462408,7.0880
2018-03-02,IE0004462408,6.9900
2018-03-05,IE0004462408,7.0250
2018-03-06,IE0004462408,7.0410
2018-03-07,IE0004462408,7.0180
2018-03-08,IE0004462408,7.0800
2018-03-09,IE0004462408,7.1620
2018-03-12,IE0004462408,7.1790
2018-03-13,IE0004462408,7.1110
2018-03-14,IE0004462408,7.1000
2018-03-15,IE0004462408,7.1310
2018-03-16,IE0004462408,7.1430
2018-03-20,IE0004462408,7.1060
2018-03-21,IE0004462408,7.1090
2018-03-22,IE0004462408,6.9790
2018-03-23,IE0004462408,6.8410
2018-03-26,IE0004462408,6.8990
2018-03-27,IE0004462408,6.8960
2018-03-28,IE0004462408,6.8640
2018-03-29,IE0004462408,6.9520
2018-04-03,IE0004462408,6.9050
2018-04-04,IE0004462408,6.9330
2018-04-05,IE0004462408,7.0460
2018-04-06,IE0004462408,6.9380
2018-04-09,IE0004462408,6.9170
2018-04-10,IE0004462408,6.9880
2018-04-11,IE0004462408,6.9480
2018-04-12,IE0004462408,7.0050
2018-04-13,IE0004462408,6.9950
2018-04-16,IE0004462408,7.0150
2018-04-17,IE0004462408,7.0910
2018-04-18,IE0004462408,7.1180
2018-04-19,IE0004462408,7.1150
2018-04-20,IE0004462408,7.1030
2018-04-23,IE0004462408,7.1200
2018-04-24,IE0004462408,7.0440
2018-04-26,IE0004462408,7.1240
2018-04-27,IE0004462408,7.1370
2018-04-30,IE0004462408,7.1150
2018-05-02,IE0004462408,7.1300
2018-05-03,IE0004462408,7.1230
2018-05-04,IE0004462408,7.1890
2018-05-08,IE0004462408,7.2540
2018-05-09,IE0004462408,7.2880
2018-05-11,IE0004462408,7.3080
2018-05-14,IE0004462408,7.3030
2018-05-15,IE0004462408,7.3050
2018-05-16,IE0004462408,7.3740
2018-05-17,IE0004462408,7.3860
2018-05-18,IE0004462408,7.3990
2018-05-22,IE0004462408,7.4220
2018-05-23,IE0004462408,7.4330
2018-05-24,IE0004462408,7.4200
2018-05-25,IE0004462408,7.4430
2018-05-28,IE0004462408,7.4500
2018-05-29,IE0004462408,7.4100
2018-05-30,IE0004462408,7.4190
2018-05-31,IE0004462408,7.3650
2018-06-01,IE0004462408,7.4140
2018-06-05,IE0004462408,7.4740
2018-06-06,IE0004462408,7.4880
2018-06-07,IE0004462408,7.4640
2018-06-08,IE0004462408,7.4920
2018-06-11,IE0004462408,7.4880
2018-06-12,IE0004462408,7.5030
2018-06-13,IE0004462408,7.4930
2018-06-14,IE0004462408,7.5730
2018-06-15,IE0004462408,7.5590
2018-06-18,IE0004462408,7.5140
2018-06-19,IE0004462408,7.4470
2018-06-20,IE0004462408,7.4580
2018-06-21,IE0004462408,7.3960
2018-06-22,IE0004462408,7.4020
2018-06-25,IE0004462408,7.2630
2018-06-26,IE0004462408,7.2870
2018-06-27,IE0004462408,7.2860
2018-06-28,IE0004462408,7.2900
2018-06-29,IE0004462408,7.2770
2018-07-02,IE0004462408,7.2610
2018-07-03,IE0004462408,7.2350
2018-07-04,IE0004462408,7.2300
2018-07-05,IE0004462408,7.2320
2018-07-06,IE0004462408,7.2500
2018-07-09,IE0004462408,7.3200
2018-07-10,IE0004462408,7.3630
2018-07-11,IE0004462408,7.2850
2018-07-12,IE0004462408,7.3360
2018-07-13,IE0004462408,7.3760
2018-07-16,IE0004462408,7.3440
2018-07-17,IE0004462408,7.3720
2018-07-18,IE0004462408,7.4130
2018-07-19,IE0004462408,7.4090
2018-07-20,IE0004462408,7.3530
2018-07-23,IE0004462408,7.3250
2018-07-24,IE0004462408,7.3650
2018-07-25,IE0004462408,7.4190
2018-07-26,IE0004462408,7.4460
2018-07-27,IE0004462408,7.4480
2018-07-30,IE0004462408,7.3830
2018-07-31,IE0004462408,7.4280
2018-08-01,IE0004462408,7.4070
2018-08-02,IE0004462408,7.4080
2018-08-03,IE0004462408,7.4430
2018-08-07,IE0004462408,7.4840
2018-08-08,IE0004462408,7.4670
2018-08-09,IE0004462408,7.4840
2018-08-10,IE0004462408,7.4710
2018-08-13,IE0004462408,7.4270
2018-08-14,IE0004462408,7.4870
2018-08-16,IE0004462408,7.4360
2018-08-17,IE0004462408,7.4520
2018-08-20,IE0004462408,7.4840
2018-08-21,IE0004462408,7.4730
2018-08-22,IE0004462408,7.4300
2018-08-23,IE0004462408,7.4020
2018-08-24,IE0004462408,7.4150
2018-08-27,IE0004462408,7.4660
2018-08-28,IE0004462408,7.4620
2018-08-29,IE0004462408,7.5010
2018-08-30,IE0004462408,7.4800
2018-08-31,IE0004462408,7.4750
2018-09-03,IE0004462408,7.4600
2018-09-04,IE0004462408,7.4610
2018-09-05,IE0004462408,7.3870
2018-09-06,IE0004462408,7.3780
2018-09-07,IE0004462408,7.3760
2018-09-10,IE0004462408,7.3860
2018-09-11,IE0004462408,7.4070
2018-09-12,IE0004462408,7.4110
2018-09-13,IE0004462408,7.4080
2018-09-14,IE0004462408,7.4310
2018-09-17,IE0004462408,7.4030
2018-09-18,IE0004462408,7.4510
2018-09-19,IE0004462408,7.4970
2018-09-20,IE0004462408,7.4960
2018-09-21,IE0004462408,7.5050
2018-09-24,IE0004462408,7.4360
2018-09-25,IE0004462408,7.4450
2018-09-26,IE0004462408,7.4650
2018-09-27,IE0004462408,7.4950
2018-09-28,IE0004462408,7.5190
2018-10-01,IE0004462408,7.5470
2018-10-02,IE0004462408,7.5340
2018-10-03,IE0004462408,7.5250
2018-10-04,IE0004462408,7.4680
2018-10-05,IE0004462408,7.4160
2018-10-08,IE0004462408,7.4250
2018-10-09,IE0004462408,7.3790
2018-10-10,IE0004462408,7.1630
2018-10-11,IE0004462408,7.0130
2018-10-12,IE0004462408,7.0650
2018-10-15,IE0004462408,7.0370
2018-10-16,IE0004462408,7.1550
2018-10-17,IE0004462408,7.1640
2018-10-18,IE0004462408,7.0940
2018-10-19,IE0004462408,7.0480
2018-10-22,IE0004462408,7.0450
2018-10-23,IE0004462408,6.9750
2018-10-24,IE0004462408,6.8730
2018-10-25,IE0004462408,6.9420
2018-10-26,IE0004462408,6.8640
2018-10-30,IE0004462408,6.9120
2018-10-31,IE0004462408,7.0140
2018-11-02,IE0004462408,7.1010
2018-11-05,IE0004462408,7.0740
2018-11-06,IE0004462408,7.1040
2018-11-08,IE0004462408,7.1950
2018-11-09,IE0004462408,7.1590
2018-11-12,IE0004462408,7.1220
2018-11-13,IE0004462408,7.1070
2018-11-14,IE0004462408,7.0700
2018-11-15,IE0004462408,7.0810
2018-11-16,IE0004462408,7.0450
2018-11-19,IE0004462408,6.9420
2018-11-20,IE0004462408,6.8490
2018-11-21,IE0004462408,6.8980
2018-11-22,IE0004462408,6.8900
2018-11-23,IE0004462408,6.9050
2018-11-26,IE0004462408,6.9770
2018-11-27,IE0004462408,6.9910
2018-11-28,IE0004462408,7.1010
2018-11-29,IE0004462408,7.0670
2018-11-30,IE0004462408,7.1100
2018-12-03,IE0004462408,7.2120
2018-12-04,IE0004462408,7.0300
2018-12-05,IE0004462408,7.0050
2018-12-06,IE0004462408,6.9350
2018-12-07,IE0004462408,6.8430
2018-12-10,IE0004462408,6.8080
2018-12-11,IE0004462408,6.8400
2018-12-12,IE0004462408,6.8920
2018-12-13,IE0004462408,6.8890
2018-12-14,IE0004462408,6.8200
2018-12-17,IE0004462408,6.6920
2018-12-18,IE0004462408,6.6960
2018-12-19,IE0004462408,6.6000
2018-12-20,IE0004462408,6.4880
2018-12-21,IE0004462408,6.3840
2018-12-24,IE0004462408,6.2850
2018-12-28,IE0004462408,6.5110
2018-12-31,IE0004462408,6.5560
2019-01-02,IE0004462408,6.5810
2019-01-03,IE0004462408,6.4750
2019-01-04,IE0004462408,6.6240
2019-01-07,IE0004462408,6.6640
2019-01-08,IE0004462408,6.7350
2019-01-09,IE0004462408,6.7350
2019-01-10,IE0004462408,6.7570
2019-01-11,IE0004462408,6.7740
2019-01-14,IE0004462408,6.7640
2019-01-15,IE0004462408,6.8170
2019-01-16,IE0004462408,6.8360
2019-01-17,IE0004462408,6.8930
2019-01-18,IE0004462408,6.9900
2019-01-21,IE0004462408,6.9920
2019-01-22,IE0004462408,6.9130
2019-01-23,IE0004462408,6.9000
2019-01-24,IE0004462408,6.9360
2019-01-25,IE0004462408,6.9910
2019-01-28,IE0004462408,6.9410
2019-01-29,IE0004462408,6.9810
2019-01-30,IE0004462408,7.0580
2019-01-31,IE0004462408,7.0690
2019-02-01,IE0004462408,7.0450
2019-02-04,IE0004462408,7.0930
2019-02-05,IE0004462408,7.1550
2019-02-06,IE0004462408,7.1520
2019-02-07,IE0004462408,7.1000
2019-02-08,IE0004462408,7.0900
2019-02-11,IE0004462408,7.1330
2019-02-12,IE0004462408,7.2130
2019-02-13,IE0004462408,7.2630
2019-02-14,IE0004462408,7.2670
2019-02-15,IE0004462408,7.3510
2019-02-18,IE0004462408,7.3420
2019-02-19,IE0004462408,7.3360
2019-02-20,IE0004462408,7.3730
2019-02-21,IE0004462408,7.3490
2019-02-22,IE0004462408,7.3890
2019-02-25,IE0004462408,7.3860
2019-02-26,IE0004462408,7.3700
2019-02-27,IE0004462408,7.3600
2019-02-28,IE0004462408,7.3300
2019-03-01,IE0004462408,7.3700
2019-03-04,IE0004462408,7.4000
2019-03-05,IE0004462408,7.3950
2019-03-06,IE0004462408,7.3590
2019-03-07,IE0004462408,7.3460
2019-03-08,IE0004462408,7.3000
2019-03-11,IE0004462408,7.3780
2019-03-12,IE0004462408,7.3570
2019-03-13,IE0004462408,7.3770
2019-03-14,IE0004462408,7.3580
2019-03-15,IE0004462408,7.3720
2019-03-19,IE0004462408,7.4320
2019-03-20,IE0004462408,7.4260
2019-03-21,IE0004462408,7.4800
2019-03-22,IE0004462408,7.3890
2019-03-25,IE0004462408,7.3630
2019-03-26,IE0004462408,7.4300
2019-03-27,IE0004462408,7.4370
2019-03-28,IE0004462408,7.4660
2019-03-29,IE0004462408,7.5230
2019-04-01,IE0004462408,7.6280
2019-04-02,IE0004462408,7.6520
2019-04-03,IE0004462408,7.6700
2019-04-04,IE0004462408,7.6900
2019-04-05,IE0004462408,7.7210
2019-04-08,IE0004462408,7.6970
2019-04-09,IE0004462408,7.6340
2019-04-10,IE0004462408,7.6770
2019-04-11,IE0004462408,7.6820
2019-04-12,IE0004462408,7.7130
2019-04-15,IE0004462408,7.7070
2019-04-16,IE0004462408,7.7260
2019-04-17,IE0004462408,7.7320
2019-04-18,IE0004462408,7.7910
2019-04-23,IE0004462408,7.8580
2019-04-24,IE0004462408,7.8430
2019-04-26,IE0004462408,7.8570
2019-04-29,IE0004462408,7.8440
2019-04-30,IE0004462408,7.8340
2019-05-02,IE0004462408,7.7950
2019-05-03,IE0004462408,7.8570
2019-05-07,IE0004462408,7.6890
2019-05-08,IE0004462408,7.6740
2019-05-10,IE0004462408,7.6280
2019-05-13,IE0004462408,7.4930
2019-05-14,IE0004462408,7.5800
2019-05-15,IE0004462408,7.6240
2019-05-16,IE0004462408,7.7020
2019-05-17,IE0004462408,7.6660
2019-05-20,IE0004462408,7.6090
2019-05-21,IE0004462408,7.6550
2019-05-22,IE0004462408,7.6240
2019-05-23,IE0004462408,7.5450
2019-05-24,IE0004462408,7.5380
2019-05-27,IE0004462408,7.5450
2019-05-28,IE0004462408,7.5340
2019-05-29,IE0004462408,7.4880
2019-05-31,IE0004462408,7.4460
2019-06-04,IE0004462408,7.5200
2019-06-05,IE0004462408,7.5760
2019-06-06,IE0004462408,7.5740
2019-06-07,IE0004462408,7.6240
2019-06-11,IE0004462408,7.6880
2019-06-12,IE0004462408,7.6720
2019-06-13,IE0004462408,7.7240
2019-06-14,IE0004462408,7.7430
2019-06-17,IE0004462408,7.7520
2019-06-21,IE0004462408,7.8460
2019-06-24,IE0004462408,7.8010
2019-06-25,IE0004462408,7.7700
2019-06-26,IE0004462408,7.7630
2019-06-27,IE0004462408,7.7920
2019-06-28,IE0004462408,7.8240
2019-07-01,IE0004462408,7.9050
2019-07-02,IE0004462408,7.9290
2019-07-03,IE0004462408,7.9850
2019-07-04,IE0004462408,7.9880
2019-07-05,IE0004462408,7.9930
2019-07-08,IE0004462408,7.9730
2019-07-09,IE0004462408,7.9720
2019-07-10,IE0004462408,7.9490
2019-07-11,IE0004462408,7.9580
2019-07-12,IE0004462408,8.0170
2019-07-15,IE0004462408,8.0190
2019-07-16,IE0004462408,8.0510
2019-07-17,IE0004462408,7.9770
2019-07-18,IE0004462408,7.9540
2019-07-19,IE0004462408,7.9650
2019-07-22,IE0004462408,7.9610
2019-07-23,IE0004462408,8.0800
2019-07-24,IE0004462408,8.0870
2019-07-25,IE0004462408,8.0390
2019-07-26,IE0004462408,8.0610
2019-07-29,IE0004462408,8.0190
2019-07-30,IE0004462408,8.0070
2019-07-31,IE0004462408,7.9570
2019-08-01,IE0004462408,7.9470
2019-08-02,IE0004462408,7.8130
2019-08-06,IE0004462408,7.6410
2019-08-07,IE0004462408,7.6570
2019-08-08,IE0004462408,7.7920
2019-08-09,IE0004462408,7.7340
2019-08-12,IE0004462408,7.6540
2019-08-13,IE0004462408,7.7200
2019-08-14,IE0004462408,7.5740
2019-08-16,IE0004462408,7.6790
2019-08-19,IE0004462408,7.7610
2019-08-20,IE0004462408,7.7530
2019-08-21,IE0004462408,7.8360
2019-08-22,IE0004462408,7.8290
2019-08-23,IE0004462408,7.6860
2019-08-26,IE0004462408,7.7030
2019-08-27,IE0004462408,7.7100
2019-08-28,IE0004462408,7.7590
2019-08-29,IE0004462408,7.8560
2019-08-30,IE0004462408,7.9180
2019-09-02,IE0004462408,7.9320
2019-09-03,IE0004462408,7.8950
2019-09-04,IE0004462408,7.9240
2019-09-05,IE0004462408,8.0140
2019-09-06,IE0004462408,8.0360
2019-09-09,IE0004462408,8.0270
2019-09-10,IE0004462408,8.0180
2019-09-11,IE0004462408,8.0850
2019-09-12,IE0004462408,8.1230
2019-09-13,IE0004462408,8.1280
2019-09-16,IE0004462408,8.1170
2019-09-17,IE0004462408,8.1070
2019-09-18,IE0004462408,8.0930
2019-09-19,IE0004462408,8.1050
2019-09-20,IE0004462408,8.0680
2019-09-23,IE0004462408,8.0530
2019-09-24,IE0004462408,8.0120
2019-09-25,IE0004462408,8.0490
2019-09-26,IE0004462408,8.0590
2019-09-27,IE0004462408,8.0300
2019-09-30,IE0004462408,8.0880
2019-10-01,IE0004462408,7.9920
2019-10-02,IE0004462408,7.8280
2019-10-03,IE0004462408,7.8330
2019-10-04,IE0004462408,7.9020
2019-10-07,IE0004462408,7.8900
2019-10-08,IE0004462408,7.8260
2019-10-09,IE0004462408,7.8640
2019-10-10,IE0004462408,7.9110
2019-10-11,IE0004462408,8.0110
2019-10-14,IE0004462408,7.9970
2019-10-15,IE0004462408,8.0650
2019-10-16,IE0004462408,8.0790
2019-10-17,IE0004462408,8.0690
2019-10-18,IE0004462408,8.0340
2019-10-21,IE0004462408,8.0660
2019-10-22,IE0004462408,8.0720
2019-10-23,IE0004462408,8.0790
2019-10-24,IE0004462408,8.1100
2019-10-25,IE0004462408,8.1200
2019-10-29,IE0004462408,8.1160
2019-10-30,IE0004462408,8.1450
2019-10-31,IE0004462408,8.0870
2019-11-04,IE0004462408,8.2060
2019-11-05,IE0004462408,8.2420
2019-11-06,IE0004462408,8.2650
2019-11-07,IE0004462408,8.2870
2019-11-08,IE0004462408,8.3010
2019-11-11,IE0004462408,8.2760
2019-11-12,IE0004462408,8.3050
2019-11-13,IE0004462408,8.2890
2019-11-14,IE0004462408,8.3110
2019-11-15,IE0004462408,8.3270
2019-11-18,IE0004462408,8.3060
2019-11-19,IE0004462408,8.2940
2019-11-20,IE0004462408,8.2660
2019-11-21,IE0004462408,8.2270
2019-11-22,IE0004462408,8.2650
2019-11-25,IE0004462408,8.3260
2019-11-26,IE0004462408,8.3750
2019-11-27,IE0004462408,8.4070
2019-11-28,IE0004462408,8.4000
2019-11-29,IE0004462408,8.3440
2019-12-02,IE0004462408,8.2410
2019-12-03,IE0004462408,8.1730
2019-12-04,IE0004462408,8.2020
2019-12-05,IE0004462408,8.2030
2019-12-06,IE0004462408,8.2980
2019-12-09,IE0004462408,8.2830
2019-12-10,IE0004462408,8.2460
2019-12-11,IE0004462408,8.2820
2019-12-12,IE0004462408,8.3060
2019-12-13,IE0004462408,8.3130
2019-12-16,IE0004462408,8.3590
2019-12-17,IE0004462408,8.3390
2019-12-18,IE0004462408,8.3390
2019-12-19,IE0004462408,8.3640
2019-12-20,IE0004462408,8.4080
2019-12-23,IE0004462408,8.4240
2019-12-24,IE0004462408,8.4220
2019-12-30,IE0004462408,8.3620
2019-12-31,IE0004462408,8.3610
2020-01-02,IE0004462408,8.4350
2020-01-03,IE0004462408,8.4230
2020-01-07,IE0004462408,8.4370
2020-01-08,IE0004462408,8.4580
2020-01-09,IE0004462408,8.4960
2020-01-10,IE0004462408,8.4750
2020-01-13,IE0004462408,8.5030
2020-01-14,IE0004462408,8.5070
2020-01-15,IE0004462408,8.4840
2020-01-16,IE0004462408,8.5140
2020-01-17,IE0004462408,8.5710
2020-01-20,IE0004462408,8.5720
2020-01-21,IE0004462408,8.5550
2020-01-22,IE0004462408,8.5610
2020-01-23,IE0004462408,8.5710
2020-01-24,IE0004462408,8.5590
2020-01-27,IE0004462408,8.4540
2020-01-28,IE0004462408,8.5010
2020-01-29,IE0004462408,8.5130
